,mean,std,cv
TREX074.jsonl.gz,19.714285714285715,15.881255797772598,0.8055709462638274
red_speck.jsonl.gz,2.836734693877551,2.2853422316244583,0.8056242399251687
pawel66.jsonl.gz,16.738636363636363,13.485193513484846,0.8056327421498075
disqus_Ny0UtD52X2.jsonl.gz,8.926829268292684,7.191868672850461,0.8056464906745051
allantoolaolcom.jsonl.gz,36.46739130434783,29.380209787982416,0.8056570195214253
frankmohammad.jsonl.gz,5.75,4.632550735371332,0.8056609974558838
disqus_pUfvakVMli.jsonl.gz,4.291666666666667,3.457697754122712,0.8056771465916998
farkwardb.jsonl.gz,2.5625,2.064582282206258,0.8056906467146373
unoga.jsonl.gz,94.80645161290323,76.38729701350977,0.8057183420955436
disqus_HtBiIQEi5K.jsonl.gz,100.87096774193549,81.27626342169296,0.8057448564350757
vanmosher.jsonl.gz,2.6785714285714284,2.158342317252191,0.8057811317741513
llkenney.jsonl.gz,2.75,2.215909838025097,0.8057853956454898
kennethkohlmeyer.jsonl.gz,4.769230769230769,3.843075691322091,0.8058061933417288
solardog.jsonl.gz,56.476190476190474,45.508899215802856,0.8058068157941484
tommygunisstillamerican.jsonl.gz,3.2745098039215685,2.6387757113672925,0.8058536603576761
Patz66.jsonl.gz,15.407407407407407,12.41647762371163,0.805877153462053
KRS111.jsonl.gz,5.044776119402985,4.065497233075968,0.8058825876215676
moseyon.jsonl.gz,43.073170731707314,34.71249836742902,0.8058960549629615
NorthernWI.jsonl.gz,42.47826086956522,34.23335506695174,0.8059029340224053
Girlyman514.jsonl.gz,101.35211267605634,81.68075461235814,0.8059107250524498
disqus_BKkCIk10yn.jsonl.gz,92.59615384615384,74.62430422576806,0.8059114890425627
flystraight.jsonl.gz,2.3333333333333335,1.8804871400937497,0.8059230600401784
Seekingfactsforsanity.jsonl.gz,2.3333333333333335,1.88048714009375,0.8059230600401786
lov2watch.jsonl.gz,3.0526315789473686,2.4602096615832094,0.8059307512082927
disqus_5TYOvIvHXA.jsonl.gz,12.8,10.316031834989307,0.8059399871085395
irishjoeydee.jsonl.gz,31.1,25.06513548635141,0.8059529095289841
admiralnissan.jsonl.gz,51.97849462365591,41.89271455148041,0.8059624437914105
ojisan3.jsonl.gz,5.625,4.533604683755678,0.8059741660010095
nicholasstix.jsonl.gz,2.9,2.3373399185263666,0.8059792822504712
disqus_f9YkeLbnGz.jsonl.gz,8.136363636363637,6.557760923501994,0.805981789480692
jamesmatters.jsonl.gz,72.58407079646018,58.5025527012828,0.8059971293885584
mmarino.jsonl.gz,3.420289855072464,2.7568406742109346,0.8060254513582817
mrhoops44.jsonl.gz,2.3684210526315788,1.9090262500365447,0.8060333055709856
msdlmoore.jsonl.gz,3.35,2.7003898354048617,0.8060865180313019
md9680.jsonl.gz,6.865384615384615,5.534309550622518,0.8061179177377337
kmcstew.jsonl.gz,85.41111111111111,68.8523733313406,0.8061289969846044
mr_Sug.jsonl.gz,2.210526315789474,1.7819760370137494,0.8061320167443151
hennface.jsonl.gz,1.95,1.5719582155957412,0.8061324182542263
seedtickinohio.jsonl.gz,6.4186046511627906,5.174261199342904,0.8061348969990757
LovingonLevi.jsonl.gz,25.514285714285716,20.568544196222707,0.8061579472203748
murrayritland.jsonl.gz,5.942857142857143,4.7909507521713115,0.8061695977211342
disqus_xG8nvoYlhO.jsonl.gz,35.67391304347826,28.759581474180887,0.8061796147546136
calif_conservative.jsonl.gz,5.852459016393443,4.718177845926577,0.8061872509846532
Carter_Burger67.jsonl.gz,3.717948717948718,2.9973903623567253,0.8061946491856019
NoMoBamaNation.jsonl.gz,3.890909090909091,3.136834493519006,0.8061957810446043
Zatara01.jsonl.gz,3.6451612903225805,2.938802330845841,0.8062201084621333
justagramma.jsonl.gz,3.1384615384615384,2.53029718534283,0.8062221423886469
disqus_H9xuDK1nKz.jsonl.gz,2.0,1.61245154965971,0.806225774829855
Mike700.jsonl.gz,2.0,1.61245154965971,0.806225774829855
greatgrandmasue.jsonl.gz,2.0,1.61245154965971,0.806225774829855
anon_a_moose.jsonl.gz,2.9047619047619047,2.3419642030077705,0.8062499715272653
ohio2nd.jsonl.gz,3.7222222222222223,3.0010580144924233,0.8062543919531883
scottemge.jsonl.gz,4.575342465753424,3.6890145033719075,0.806281613012423
steven_archibald.jsonl.gz,1.625,1.3102162671355697,0.8062869336218891
renee52.jsonl.gz,1.625,1.3102162671355697,0.8062869336218891
aprful.jsonl.gz,2.75,2.217355782608345,0.8063111936757619
stevenhansmann.jsonl.gz,2.75,2.217355782608345,0.8063111936757619
jjfurness.jsonl.gz,2.75,2.217355782608345,0.8063111936757619
larry11.jsonl.gz,2.75,2.217355782608345,0.8063111936757619
jamescasey1.jsonl.gz,2.8181818181818183,2.2723636072680717,0.8063225703209287
kalininyuri.jsonl.gz,539.8181818181819,435.2754953716508,0.8063372261852741
right_angle.jsonl.gz,46.42201834862385,37.432480839699565,0.8063518599856231
sailcat_the_banned.jsonl.gz,792.2300884955753,638.8326268734462,0.8063725881537434
seeingredinca.jsonl.gz,40.967032967032964,33.035149815327365,0.8063837535393751
disqus_je7xuXj7OO.jsonl.gz,334.80808080808083,269.99957206193136,0.8064308705162373
skippyvonfakename.jsonl.gz,18.254545454545454,14.721133941099257,0.8064366202793418
disqus_AQvkbO7UGR.jsonl.gz,456.1666666666667,367.91543412402075,0.8065373053504291
disqus_i6uOmhX0DC.jsonl.gz,1.8666666666666667,1.5055453054181618,0.8065421279025866
disqus_jEFp58m8VY.jsonl.gz,7.914285714285715,6.383272653761293,0.8065506963236291
disqus_si7EhytRhn.jsonl.gz,16.353846153846153,13.190231671144428,0.8065522658743066
disqus_HRF0DTvmdJ.jsonl.gz,11.652173913043478,9.398301082701423,0.8065706153064653
joanncalmasini.jsonl.gz,1.7142857142857142,1.3827826698682308,0.8066232240898014
mardec.jsonl.gz,5.081081081081081,4.098633772222007,0.8066460083628418
disqus_lhGnGGWkS1.jsonl.gz,184.10256410256412,148.51081741068293,0.806674356409002
disqus_H7nN6YLeEh.jsonl.gz,5.784313725490196,4.666106408946097,0.8066828029025456
klngonwarr.jsonl.gz,3.3043478260869565,2.6655794885281203,0.8066885294229837
disqus_R4xwTJFZvW.jsonl.gz,86.06315789473685,69.42680372181911,0.8066959825798453
MonadnockMan.jsonl.gz,8.11111111111111,6.543621037288944,0.8067477991178151
rickjoseph.jsonl.gz,1.9591836734693877,1.5806009362669284,0.806765061219578
disqus_zgrXz9aR9p.jsonl.gz,87.70796460176992,70.75999190118578,0.8067681449736649
disqus_Guq7R3dKw9.jsonl.gz,36.294117647058826,29.280964640096975,0.8067688798730123
doctorantonnefario.jsonl.gz,1.9090909090909092,1.5402254290506872,0.8067847485503599
bigjohn767.jsonl.gz,2.3333333333333335,1.8825141829805179,0.8067917927059362
Dr9Love.jsonl.gz,3.085714285714286,2.4896424096104828,0.8068285586700639
waltmiskin.jsonl.gz,2.9166666666666665,2.3532698077098573,0.8068353626433796
krisholmgren.jsonl.gz,2.9166666666666665,2.3532698077098573,0.8068353626433796
jr_hkkdo.jsonl.gz,14.242105263157894,11.491639689563852,0.8068778791637591
lloryck.jsonl.gz,140.50537634408602,113.37161132042463,0.8068845069870277
grayeagle48.jsonl.gz,114.32075471698113,92.25044790070662,0.8069440070535486
jthom26837.jsonl.gz,2.3333333333333335,1.8829377433825434,0.8069733185925185
disqus_Mb7evgUDUf.jsonl.gz,5.478260869565218,4.420855273887283,0.8069815182492659
DonBarcomeJr.jsonl.gz,100.23076923076923,80.88787092105825,0.8070163637557616
klmdia.jsonl.gz,12.188888888888888,9.836751135861062,0.8070260731335421
BlaqueLiesMatter.jsonl.gz,2.103448275862069,1.6975786871349376,0.8070456053592326
disqus_4mRZFV2mjQ.jsonl.gz,10.95945945945946,8.844840906580373,0.8070508348790969
Jaxad0127.jsonl.gz,1.7142857142857142,1.3835771443203717,0.8070866675202168
stephenmasek.jsonl.gz,2.138888888888889,1.726313624507068,0.8071076686007072
nightvisiongargoyle.jsonl.gz,5.0,4.035556254807296,0.8071112509614592
fathergan.jsonl.gz,4.595238095238095,3.709312761340055,0.8072079584263333
disqus_XGSf2a1HVL.jsonl.gz,2.7714285714285714,2.2371951226495024,0.8072353535333257
Svito88.jsonl.gz,11.65079365079365,9.405143977150312,0.8072535021259805
rbanta710.jsonl.gz,4.571428571428571,3.6903993847614407,0.8072748654165652
disqus_xzfD0WkmLb.jsonl.gz,10.859375,8.766580096440206,0.8072821959311844
newsninja.jsonl.gz,1.9230769230769231,1.5525000516123697,0.8073000268384323
golfer75.jsonl.gz,1.7142857142857142,1.38395950639602,0.807309712064345
bls46.jsonl.gz,7.24,5.845001317710751,0.8073206239931976
alvinsedig.jsonl.gz,4.111111111111111,3.319016874900309,0.807328429029805
disqus_0BcRDMbZ7U.jsonl.gz,19.63063063063063,15.848675268946225,0.8073441738655489
disqus_qchhz8ispu.jsonl.gz,25.5,20.587860500790267,0.8073670784623634
JohnSebastian1.jsonl.gz,3.4098360655737703,2.7530410408632844,0.8073822283300979
btreed.jsonl.gz,50.88607594936709,41.08558526363834,0.8074032924943854
disqus_ohRgxCpdn0.jsonl.gz,2.1666666666666665,1.7494587907710375,0.8074425188174019
EffEverything.jsonl.gz,2.1666666666666665,1.7494587907710375,0.8074425188174019
inspector_12.jsonl.gz,4.895833333333333,3.9531274090341104,0.8074473005686694
teapartybagger.jsonl.gz,2.1379310344827585,1.7263532565794473,0.8074878135613545
lmh2011.jsonl.gz,4.588235294117647,3.7050045645760563,0.8075009948434995
butteblack.jsonl.gz,4.083333333333333,3.2973458962989244,0.8075132807262673
lorrydriver26.jsonl.gz,332.88157894736844,268.8483075195757,0.8076394865997768
disqus_47qEzpoBpa.jsonl.gz,14.044776119402986,11.34371116097653,0.8076818786242588
1st_boomer.jsonl.gz,26.0,21.0,0.8076923076923077
littlebitlikethat.jsonl.gz,2.4642857142857144,1.990386950228576,0.8076932551652192
disqus_iW2XSgSJXR.jsonl.gz,4.5,3.63462877276201,0.8076952828360022
mj01323.jsonl.gz,3.2808988764044944,2.6499947000159,0.8077038640459421
disqus_VOwEpNnB3l.jsonl.gz,26.714285714285715,21.578207701731106,0.8077403952519665
disqus_BEzx0N38Do.jsonl.gz,22.171875,17.909432371159696,0.8077545255491335
hulabird.jsonl.gz,2.5555555555555554,2.0643250491375458,0.8077793670538224
Decathlons.jsonl.gz,212.29473684210527,171.49126109390804,0.8077979871043863
disqus_3v7xrNMkau.jsonl.gz,86.53097345132744,69.89980977856554,0.8078010334401622
Da_Bunny.jsonl.gz,43.03333333333333,34.76484405290022,0.8078584985182081
1969goatman.jsonl.gz,8.576923076923077,6.929202418305166,0.8078890711925305
disqus_ZwQeB4SMos.jsonl.gz,4.454545454545454,3.5988017738114118,0.8078942757535823
meredkeneged.jsonl.gz,73.26923076923077,59.19497120013334,0.8079103680858093
disqus_Xylz19TAAP.jsonl.gz,3.816666666666667,3.0835356476608924,0.8079132701294914
paracleteofcaborca.jsonl.gz,5.166666666666667,4.174235549683609,0.8079165580032791
disqus_DFK8vZrA0y.jsonl.gz,11.32,9.14567292949695,0.807921636881356
wileysee.jsonl.gz,11.375,9.190376932912713,0.8079452248714473
geralddodd.jsonl.gz,4.0,3.2317865716108862,0.8079466429027216
disqus_EQSTnUYpAa.jsonl.gz,5.5054945054945055,4.448154739448774,0.8079482660475817
RobNClt.jsonl.gz,4.25,3.433789319528659,0.8079504281243903
guost.jsonl.gz,4.552631578947368,3.6783863739130878,0.80796926132195
Pulseguy.jsonl.gz,2.09375,1.6917136759186888,0.8079826511850454
patriot156.jsonl.gz,2.8333333333333335,2.2896340848319503,0.8081061475877471
IM8888.jsonl.gz,2.8333333333333335,2.2896340848319503,0.8081061475877471
getcali.jsonl.gz,7.0,5.656854249492381,0.8081220356417687
kendees5099.jsonl.gz,7.0,5.656854249492381,0.8081220356417687
1deplorable1.jsonl.gz,3.3793103448275863,2.7309573557303555,0.8081404420018399
disqus_DST9XmSM6r.jsonl.gz,12.806451612903226,10.349604134958527,0.8081554866088523
omarjj.jsonl.gz,2.2777777777777777,1.8408935028645432,0.8081971475990678
wwarsnews.jsonl.gz,2.2777777777777777,1.8408935028645432,0.8081971475990678
disqus_bmZgEUdxe2.jsonl.gz,2.347826086956522,1.8975749033526959,0.8082263477242964
JeremyInMT.jsonl.gz,3.2058823529411766,2.591120171531129,0.8082393195601686
charlesdiemont.jsonl.gz,3.9166666666666665,3.1656640016635644,0.8082546387226123
Espnfan99.jsonl.gz,14.05,11.356212366895658,0.8082713428395486
ProAm1.jsonl.gz,89.54761904761905,72.37975566694975,0.808282302050489
disqus_o7Rw8dGhOb.jsonl.gz,74.27380952380952,60.03961567476028,0.808355139714676
rickdarick.jsonl.gz,9.595238095238095,7.756471952044766,0.8083668039351866
disqus_CvtwuOmikS.jsonl.gz,5.44,4.3977266854592045,0.8084056407094126
luckygmail.jsonl.gz,1.52,1.228820572744451,0.8084345873318757
FishyLuv.jsonl.gz,3.1142857142857143,2.517835538378019,0.8084793013140428
DSP2.jsonl.gz,20.021505376344088,16.187071125507956,0.8084842184061438
Lilyrat.jsonl.gz,16.262135922330096,13.147698795926335,0.8084853587942762
saratholl.jsonl.gz,1.5625,1.2632629707758134,0.8084883012965206
disqus_FuS5wlGXSq.jsonl.gz,330.60714285714283,267.2925071743209,0.8084898132095697
Cyborg3K.jsonl.gz,5.0,4.042457595898087,0.8084915191796174
swaushorn.jsonl.gz,2.357142857142857,1.9057460827371866,0.8084983381309276
alisonhosker.jsonl.gz,3.6825396825396823,2.9774713065728133,0.8085374668710658
lindagoudsmit.jsonl.gz,4.862068965517241,3.9311989861675185,0.8085444723323265
Wowbagger144.jsonl.gz,65.44329896907216,52.91541384451954,0.8085688630936352
missbabyangel.jsonl.gz,2.4074074074074074,1.946580023829945,0.8085793945139772
johnbenshoof.jsonl.gz,2.3055555555555554,1.8642416220535432,0.8085867276376815
Mike_Smith_Gloucester.jsonl.gz,2.0,1.6172150801252798,0.8086075400626399
kfmcgahey.jsonl.gz,2.0,1.6172150801252798,0.8086075400626399
ivanillich.jsonl.gz,2.0,1.6172150801252798,0.8086075400626399
disqus_1GfF9LJZvf.jsonl.gz,3.2941176470588234,2.663754537357772,0.8086397702693237
mainphx.jsonl.gz,3.2888888888888888,2.6596498592366205,0.8086773220651887
disqus_wZHhIs9dum.jsonl.gz,107.29761904761905,86.76984926373169,0.8086838275994077
RuleofLawNotMen.jsonl.gz,2.4285714285714284,1.9639610121239315,0.8086898285216189
njartist49.jsonl.gz,2.4285714285714284,1.9639610121239313,0.8086898285216189
disqus_lrBaJWEdNX.jsonl.gz,6.1521739130434785,4.9753498651042865,0.8087141123491066
disqus_v4QOYKJcNM.jsonl.gz,10.12987012987013,8.192343423733254,0.8087313379839238
729.jsonl.gz,11.483870967741936,9.287521979307991,0.8087448914565947
disqus_hLnR9Q48Wo.jsonl.gz,2.4444444444444446,1.9769918391399959,0.8087693887390892
eugenepennington.jsonl.gz,2.588235294117647,2.093407017561676,0.8088163476942839
larrypike.jsonl.gz,1.380952380952381,1.1169686869465263,0.8088393939957604
rodneyburgerking.jsonl.gz,3.484848484848485,2.8187010763072693,0.8088446566794772
gekkobear.jsonl.gz,3.566666666666667,2.8849590128365996,0.808867012944841
pack123.jsonl.gz,14.55,11.769038040989434,0.8088685938824353
disqus_ph1rBS6ULx.jsonl.gz,2.2,1.7795130420052185,0.8088695645478265
robertpate.jsonl.gz,2.466666666666667,1.9952324127660872,0.8088780051754407
rorojefferson.jsonl.gz,3.7,2.992974229231202,0.8089119538462707
Jennyhatch.jsonl.gz,1.85,1.496487114615601,0.8089119538462707
mudbugmama.jsonl.gz,9.65,7.806106207171861,0.8089229230229907
Pierce39.jsonl.gz,3.1176470588235294,2.521962354526145,0.8089313212631032
wtstan.jsonl.gz,2.5106382978723403,2.03098113391717,0.8089501126619236
disqus_i72mtsA89I.jsonl.gz,30.1,24.35112348927403,0.8090074248928248
aronlipshitz.jsonl.gz,5.6625,4.581038934730743,0.8090134984071953
expat1995.jsonl.gz,3.037037037037037,2.4570382652773315,0.8090247946644872
thedauntlesscnsvtive.jsonl.gz,2.5,2.0225995873897262,0.8090398349558905
FRANCO1946.jsonl.gz,1.9615384615384615,1.5869661428214334,0.8090415630070054
Fred863.jsonl.gz,29.663793103448278,24.000704324997464,0.8090908752396704
disqus_eJo6UCoh1Q.jsonl.gz,40.876543209876544,33.073547857785606,0.8091082381397263
disqus_YFtIcMmNKP.jsonl.gz,9.13953488372093,7.39556300490155,0.809183738449788
SupportMcCarthyism.jsonl.gz,3.316666666666667,2.6838605300262475,0.8092041799074112
raffaro.jsonl.gz,3.15625,2.554052756673395,0.8092048337975113
disqus_VLCnKYr553.jsonl.gz,3.25,2.6299556396765835,0.8092171199004873
waynegeddings.jsonl.gz,3.25,2.6299556396765835,0.8092171199004873
skywalkr2.jsonl.gz,2.3488372093023258,1.900923596699053,0.8093041055253394
disqus_mikentosh.jsonl.gz,2.5555555555555554,2.068278940998476,0.8093265421298385
fromaway05.jsonl.gz,2.227272727272727,1.8026290408106116,0.809343650976193
marvinsauer.jsonl.gz,4.344262295081967,3.516083265517847,0.809362563005995
Vandergrift01.jsonl.gz,2.35,1.9020906177016694,0.8094002628517742
greatmag.jsonl.gz,126.5,102.38959146498716,0.8094038850987127
joelgrimm.jsonl.gz,4.32,3.4966650778515613,0.8094132124656391
jhsif.jsonl.gz,6.9743589743589745,5.6451524593051445,0.8094152423268406
disqus_w1BzqP7PH9.jsonl.gz,5.904109589041096,4.778901499652299,0.8094195115420367
rsrsimon.jsonl.gz,5.513761467889908,4.4630472045434395,0.809437845749143
disqus_qFsi4dQWeK.jsonl.gz,4.339285714285714,3.512454649150315,0.8094545693515128
joesockit.jsonl.gz,5.686567164179104,4.603058782842058,0.8094617807097582
Coachhaggin.jsonl.gz,13.455882352941176,10.892190579848648,0.8094742726007739
texasknight.jsonl.gz,1.3846153846153846,1.1208970766356097,0.8095367775701625
disqus_ZBJrKsSkZC.jsonl.gz,1.3846153846153846,1.12089707663561,0.8095367775701627
shanacattles.jsonl.gz,35.513888888888886,28.750011907189478,0.8095427678207441
mattblaine.jsonl.gz,3.5681818181818183,2.8886121820463173,0.8095473631212609
kreinhe.jsonl.gz,183.9075630252101,148.8834142677109,0.8095556910147405
merde_de_tete.jsonl.gz,1.8529411764705883,1.5001485369117864,0.809603972301599
sapfly.jsonl.gz,2.795918367346939,2.2636584680255867,0.8096296710456478
rubicon225.jsonl.gz,131.21428571428572,106.236527583316,0.8096414731444878
topo16678.jsonl.gz,3.4444444444444446,2.788866755113585,0.809670993420073
disqus_cvyPQqPHK7.jsonl.gz,3.097560975609756,2.5080358654610633,0.8096808699519967
62nitro.jsonl.gz,123.34453781512605,99.87326180365555,0.8097096440002052
ob1anthony.jsonl.gz,51.357142857142854,41.58514969703338,0.8097247507071869
disqus_KkoRLqLCrZ.jsonl.gz,4.909090909090909,3.9750302893016802,0.809728392265157
EdwinBuck.jsonl.gz,97.88793103448276,79.26760087656014,0.8097791018653435
Hodar.jsonl.gz,1.8888888888888888,1.529663126654281,0.8098216552875606
SimpleSide.jsonl.gz,3.1914893617021276,2.5845552798208016,0.8098273210105178
comeandtakethemimwaiting.jsonl.gz,2.425531914893617,1.9642974277916423,0.8098419219842735
dontlikebullies.jsonl.gz,2.1041666666666665,1.7040575274143734,0.8098491219395043
keystonepipe.jsonl.gz,20.558441558441558,16.649240149006886,0.809849331316191
disqus_WT1n4dKZ6A.jsonl.gz,23.810126582278482,19.284028165595064,0.8099086789378044
disqus_X8g3GIGYiP.jsonl.gz,3.0923076923076924,2.504515153447101,0.8099178356918485
czynik.jsonl.gz,147.80769230769232,119.71301256399458,0.8099241026968147
robincarmack.jsonl.gz,3.392857142857143,2.748080794290454,0.8099606551592917
richardbagenstose.jsonl.gz,3.032258064516129,2.456065566005136,0.8099790696399916
macmcintire.jsonl.gz,4.75,3.847510017314228,0.8100021089082585
lovingparentof2.jsonl.gz,2.6666666666666665,2.160246899469287,0.8100925873009827
mwmichaels.jsonl.gz,43.65625,35.366347610505194,0.8101096088304698
disqus_AxaWVhaiC9.jsonl.gz,2.7142857142857144,2.198900824313101,0.8101213563258792
disqus_SNMjc4oVUY.jsonl.gz,101.57142857142857,82.2900792493065,0.8101695566035801
ThankUFoundingFathers.jsonl.gz,121.97674418604652,98.82259526625133,0.8101757095231281
disqus_1NOVxivC6A.jsonl.gz,2.3541666666666665,1.9073160749936227,0.8101873592893265
disqus_ho2ubAlnyr.jsonl.gz,3.58974358974359,2.908408397424238,0.8101994821396091
Cheetaiean.jsonl.gz,18.55263157894737,15.031872570723056,0.8102285924645051
dennis_boylon.jsonl.gz,2.2222222222222223,1.8005082797253327,0.8102287258763997
Rick_LaBonte.jsonl.gz,5.0,4.051143629381999,0.8102287258763997
nyr1940td.jsonl.gz,35.41237113402062,28.692606690472687,0.8102424596727368
mjr2012.jsonl.gz,39.291666666666664,31.836396472447653,0.8102582347176498
curtisrasmussen.jsonl.gz,46.06140350877193,37.32215292420423,0.8102695550103375
asmith1234.jsonl.gz,2.36,1.9122412679017955,0.8102717236872016
disqus_0u0Q0TewZL.jsonl.gz,24.2987012987013,19.689073202015894,0.8102932317237967
robotlogic.jsonl.gz,7.6875,6.229158799937493,0.8102970796666658
munchausen.jsonl.gz,3.0303030303030303,2.455572607323357,0.8103389604167078
CaptainShays.jsonl.gz,32.84615384615385,26.616825216681733,0.8103483087045961
